intent,utterance
6,"u are not helping, i need help contacting a human, please"
4,can u ask an agent where to track my packages?
3,I want to know something about getting some invoices
9,"I purchased a product, I need help changing my purchase"
2,"I have a question, whta do I have to do to speak with Client Service?"
11,can u ask an agent where to file a complaint?
4,I wanna know where to check my shipments
7,"I olst my bill, can I check them?"
8,"i want to recover my account password, how can i do it?"
0,"I have an issue paying for my online order, what can I do to report it?"
7,"I lost my bill, what can I do to view it?"
6,"you aren't helping, what can I do to talk to someone?"
8,I can't remember my password and I want to reset it
0,"I want to solve an issue with my payment, can you help me?"
12,"i am happy with the service, could i lodge an opinion?"
6,"I don't understand you, how can I speak with a human?"
3,is it possible to obtain some bills ?
13,help me check  your moneyback guarantee
0,"I get an error message when I try to pay for my order, what do I have to do?"
9,tell me how I could modify my purchase
3,"could u ask an agent how to request an invoice, please?"
12,"i am happy with the service, i need help filing a comment"
5,"the game was cancelled, can you help me?"
6,"you're not helping, can Italk to a person?"
6,help me contact a human agent
10,"i wanna cancel my account, where can i do it?"
4,how do i know where my package is?
4,"I want to check the status of my purchase, can you help me?"
4,"I want to track my deliveries, tell me where to do it"
5,"the concert wascanvelled, help me obtain a refund"
6,"I can't understand you, can I speak with someone?"
0,"I have an issue paying for my online order, how could I notify itt?"
2,how do I speak with Customer Support?
4,"please, tell me if I can check my shipment"
3,"I want to request a bill, can you tell me how to do it?"
8,"my profile was hacked, can you recover it?"
7,"I didn't receive my bills, what van I do to view them?"
12,how can I leave a review for a service?
11,"i want to make a consumer complaint for a service, what should i do?"
10,"help me cancel my user account, please"
4,I want to know how I can track my deliveries
7,"I lost my bill, ohw do I check it?"
0,"I get an error when I attempt to make a payment for my order, what can I do?"
6,"you aren't helping, what can I do to contact a human agent?"
10,"I changed my mind, can I deledte my profile?"
1,tell me if I can create more than one user account with the same email
4,can you tell me how I can know where my shipments are?
7,"I can't find my bill, how can I check it?"
8,my profile was hacked and i want to recover it
7,I need help seeing my bills
5,can u ask an agent if i can request a reimbursement?
5,the concert was postponed and i want to geta fucking refund
13,how long do refunds take?
3,"i want to download a bill, can you tell me where to do it?"
10,where to delete my account
7,"I didn't receive my bills, what can I do to check them?"
6,"I can't understand you, can I contact a person?"
4,can you tell me how  I can know where my packages are ?
4,can you tell me how ot know where my shipments are?
10,"I don't want my online account, can you remove it?"
7,"I didn't receive my bills, how can I see them?"
7,"i lost my invoices, what do i have to do to check them?"
7,"I ccan't find my invoice, I need help viewing it"
4,tell me where I can track my delivery
3,how to obtain some invoices
6,"you're not helping, how can I speqk with a person?"
5,"please, askan agent how to request a refund"
6,"i cant understand you, speak with a human agent"
2,"i want information, how can i speak with client service?"
8,"I can't remember my account password, I need help recovering it"
11,"I am discontent with the service, I need help lodging a complaint, please"
8,my account's been hacked and I want to get it back
10,"I changed my mind, help me remove my online account"
1,can I own several accounts?
9,I ordered something and I wanna change my order
9,"I purchased a product, what should I do to modify my purchase?"
1,"please, could u ask an agent to open a  fucking account?"
8,"my user account has been hacked, what do i have to do to get it back?"
11,how do I make a complaint for a service?
12,"i wanna file a review, what should i do?"
6,"I can't understand you, speak with a human agent"
9,"I ordered a product, hep me modify ym order"
1,"i want an account, how can i create one?"
11,ask an agent to file a complaint
3,I need information about obtaining a bill
0,"i have a problem when trying to pay for my online order, can i inform of it?"
8,"I forgot my passworfd, what can I do to retrieve it?"
2,"I have a question, what should I do to contact Customer Service?"
7,I want to see my invoicr
2,"I want information, can you call Client Service?"
5,"I want a refund, can you help me?"
3,I wanna request information about seeing some bills
13,how long does a refund take?
10,can u ask an agent how i could delete my profile?
8,"someone sxtole my account password, I need help recovering it"
5,"please, could u ask an agent how to get a reimbursement?"
9,"I bought a product, what should I do to modify my order?"
